"","TID"
"1259","2010101308-2"
"1260","2010101309-0"
"1261","2010101310-8"
"1262","2010101311-6"
"1263","2010101312-4"
"1264","2010101313-2"
"1265","2010101314-0"
"1266","2010101315-7"
"1267","2010101316-5"
"1268","2010101317-3"
"1269","2010101318-1"
"1270","2010101319-9"
"1271","2010101320-7"
"1272","2010101321-5"
"1273","2010101322-3"
"1274","2010101323-1"
"1275","2010101324-9"
"1276","2010101325-6"
"1277","2010101326-4"
"1278","2010101327-2"
"1279","2010101328-0"
"1280","2010101329-8"
"1281","2010101330-6"
"1282","2010101331-4"
"1283","2010101332-2"
"1284","2010101333-0"
"1285","2010101334-8"
"1286","2010101335-5"
"1287","2010101336-0"
"1288","2010101338-9"
"1289","2010101339-7"
"1290","2010101340-5"
"1291","2010101342-1"
"1292","2010101343-9"
"1293","2010101344-7"
"1294","2010101345-4"
"1295","2010101346-2"
"1296","2010101347-0"
"1297","2010101348-8"
"1298","2010101349-6"
"1299","2010101350-4"
"1300","2010101351-2"
"1301","2010101352-0"
"1302","2010101353-8"
"1303","2010101354-6"
"1304","2010101355-3"
"1305","2010101356-1"
"1306","2010101357-9"
"1307","2010101358-7"
"1308","2010101359-5"
"1309","2010101361-1"
"1310","2010101362-9"
"1311","2010101363-7"
"1312","2010101364-5"
"1313","2010101365-2"
"1314","2010101366-0"
"1315","2010101367-8"
"1316","2010101368-6"
"1317","2010101369-4"
"1318","2010101370-2"
"1319","2010101371-0"
"1320","2010101372-8"
"1321","2010101373-6"
"1322","2010101375-1"
"1323","2010101376-9"
"1324","2010101377-7"
"1325","2010101378-5"
"1326","2010101379-3"
"1327","2010101380-1"
"1328","2010101381-9"
"1329","2010101382-7"
"1330","2010101383-5"
"1331","2010101384-3"
"1332","2010101385-0"
"1333","2010101386-8"
"1334","2010101387-6"
"1335","2010101388-4"
"1336","2010101389-2"
"1337","2010101390-0"
"1338","2010101391-8"
"1339","2010101392-6"
"1340","2010101393-4"
"1341","2010101395-9"
"1342","2010101396-7"
"1343","2010101397-5"
"1344","2010101398-3"
"1345","2010101399-1"
"1346","2010101400-7"
"1347","2010101401-5"
"1348","2010101402-3"
"1349","2010101403-1"
"1350","2010101404-9"
"1351","2010101405-6"
"1352","2010101406-4"
"1353","2010101407-2"
"1354","2010101408-0"
"1355","2010101409-8"
"1356","2010101410-6"
"1357","2010101411-4"
"1358","2010101412-2"
"1359","2010101413-0"
"1360","2010101414-8"
"1361","2010101415-5"
"1362","2010101418-9"
"1363","2010101419-7"
"1364","2010101420-5"
"1365","2010101421-3"
"1366","2010101422-1"
"1367","2010101423-9"
"1368","2010101424-7"
"1369","2010101425-4"
"1370","2010101426-2"
"1371","2010101427-0"
"1372","2010101428-8"
"1373","2010101429-6"
"1374","2010101430-4"
"1375","2010101431-2"
"1376","2010101432-0"
"1377","2010101433-8"
"1378","2010101434-6"
"1379","2010101434-6."
"1380","2010101435-3"
"1381","2010101436-1"
"1382","2010101437-9"
"1383","2010101438-7"
"1384","2010101439-5"
"1385","2010101440-3"
"1386","2010101441-1"
"1387","2010101442-9"
"1388","2010101444-5"
"1389","2010101445-2"
"1390","2010101446-0"
"1391","2010101447-8"
"1392","2010101448-6"
"1393","2010101449-4"
"1394","2010101450-2"
"1395","2010101451-0"
"1396","2010101452-8"
"1397","2010101453-6"
"1398","2010101454-4"
"1399","2010101455-1"
"1400","2010101456-9"
"1401","2010101457-7"
"1402","2010101458-5"
"1403","2010101459-3"
"1404","2010101460-1"
"1405","2010101461-9"
"1406","2010101462-7"
"1407","2010101463-5"
"1408","2010101465-0"
"1409","2010101467-6"
"1410","2010101468-4"
"1411","2010101469-2"
"1412","2010101470-0"
"1413","2010101471-8"
"1414","2010101472-6"
"1415","2010101473-4"
"1416","2010101475-9"
"1417","2010101476-7"
"1418","2010101477-5"
"1419","2010101478-3"
"1420","2010101480-9"
"1421","2010101481-7"
"1422","2010101482-5"
"1423","2010101483-3"
"1424","2010101484-1"
"1425","2010101486-6"
"1426","2010101487-4"
"1427","2010101488-2"
"1428","2010101489-0"
"1429","2010101491-6"
"1430","2010101492-4"
"1431","2010101493-2"
"1432","2010101494-0"
"1433","2010101495-7"
"1434","2010101496-5"
"1435","2010101497-3"
"1436","2010101498-1"
"1437","2010101499-9"
"1438","2010101500-4"
"1439","2010101501-2"
"1440","2010101502-0"
"1441","2010101503-8"
"1442","2010101504-6"
"1443","2010101505-3"
"1444","2010101506-1"
"1445","2010101507-9"
"1446","2010101508-7"
"1447","2010101509-5"
"1448","2010101510-3"
"1449","2010101511-1"
"1450","2010101512-9"
"1451","2010101513-7"
"1452","2010101514-5"
"1453","2010101515-2"
"1454","2010101516-0"
"1455","2010101516-3"
"1456","2010101517-8"
"1457","2010101518-6"
"1458","2010101519-4"
"1459","2010101520-2"
"1460","2010101521-0"
"1461","2010101522-8"
"1462","2010101523-6"
"1463","2010101524-4"
"1464","2010101525-1"
"1465","2010101526-9"
"1466","2010101527-7"
"1467","2010101529-3"
"1468","2010101530-1"
"1469","2010101531-9"
"1470","2010101532-7"
"1471","2010101533-5"
"1472","2010101534-3"
"1473","2010101535-0"
"1474","2010101536-8"
"1475","2010101537-6"
"1476","2010101538-4"
"1477","2010101539-2"
"1478","2010101540-0"
"1479","2010101541-8"
"1480","2010101542-6"
"1481","2010101543-4"
"1482","2010101544-2"
"1483","2010101545-9"
"1484","2010101546-7"
"1485","2010101547-5"
"1486","2010101548-3"
"1487","2010101549-1"
"1488","2010101550-9"
"1489","2010101551-7"
"1490","2010101552-5"
"1491","2010101554-1"
"1492","2010101555-8"
"1493","2010101556-6"
"1494","2010101557-4"
"1495","2010101558-2"
"1496","2010101559-0"
"1497","2010101560-8"
"1498","2010101561-6"
"1499","2010101563-2"
"1500","2010101564-0"
"1501","2010101565-7"
"1502","2010101569-9"
"1503","2010101570-7"
"1504","2010101571-5"
"1505","2010101572-3"
"1506","2010101573-1"
"1507","2010101574-9"
"1508","2010101575-6"
"1509","2010101576-4"
"1510","2010101577-2"
"1511","2010101578-0"
"1512","2010101579-8"
"1513","2010101580-6"
"1514","2010101581-4"
"1515","2010101582-2"
"1516","2010101583-0"
"1517","2010101584-8"
"1518","2010101585-5"
"1519","2010101586-3"
"1520","2010101587-1"
"1521","2010101588-9"
"1522","2010101590-5"
"1523","2010101591-3"
"1524","2010101592-1"
"1525","2010101593-9"
"1526","2010101594-7"
"1527","2010101595-4"
"1528","2010101596-2"
"1529","2010101597-0"
"1530","2010101598-8"
"1531","2010101599-6"
"1532","2010101600-2"
"1533","2010101601-0"
"1534","2010101602-8"
"1535","2010101603-6"
"1536","2010101604-4"
"1537","2010101605-1"
"1538","2010101607-7"
"1539","2010101608-5"
"1540","2010101609-3"
"1541","2010101610-1"
"1542","2010101611-9"
"1543","2010101612-7"
"1544","2010101613-5"
"1545","2010101614-3"
"1546","2010101615-0"
"1547","2010101616-8"
"1548","2010101617-6"
"1549","2010101618-4"
"1550","2010101619-2"
"1551","2010101620-0"
"1552","2010101621-8"
"1553","2010101622-6"
"1554","2010101623-4"
"1555","2010101624-2"
"1556","2010101625-9"
"1557","2010101626-7"
"1558","2010101627-5"
"1559","2010101630-9"
"1560","2010101631-7"
"1561","2010101632-5"
"1562","2010101634-1"
"1563","2010101636-6"
"1564","2010101637-4"
"1565","2010101638-2"
"1566","2010101639-0"
"1567","2010101640-8"
"1568","2010101641-6"
"1569","2010101642-4"
"1570","2010101643-2"
"1571","2010101644-0"
"1572","2010101645-7"
"1573","2010101646-5"
"1574","2010101647-3"
"1575","2010101648-1"
"1576","2010101649-9"
"1577","2010101650-7"
"1578","2010101651-5"
"1579","2010101652-3"
"1580","2010101653-1"
"1581","2010101654-9"
"1582","2010101655-6"
"1583","2010101656-4"
"1584","2010101657-2"
"1585","2010101658-0"
"1586","2010101659-8"
"1587","2010101660-6"
"1588","2010101661-4"
"1589","2010101662-2"
"1590","2010101663-0"
"1591","2010101664-8"
"1592","2010101665-5"
"1593","2010101666-3"
"1594","2010101667-1"
"1595","2010101668-9"
"1596","2010101669-7"
"1597","2010101670-5"
"1598","2010101671-3"
"1599","2010101672-1"
"1600","2010101673-9"
"1601","2010101674-7"
"1602","2010101675-4"
"1603","2010101676-2"
"1604","2010101677-0"
"1605","2010101678-8"
"1606","2010101679-6"
"1607","2010101680-4"
"1608","2010101681-2"
"1609","2010101682-0"
"1610","2010101683-8"
"1611","2010101684-6"
"1612","2010101686-1"
"1613","2010101687-9"
"1614","2010101688-7"
"1615","2010101689-5"
"1616","2010101690-3"
"1617","2010101691-1"
"1618","2010101692-9"
"1619","2010101693-7"
"1620","2010101694-5"
"1621","2010101695-2"
"1622","2010101696-0"
"1623","2010101697-8"
"1624","2010101699-4"
"1625","2010101700-0"
"1626","2010101701-8"
"1627","2010101702-6"
"1628","2010101703-4"
"1629","2010101704-2"
"1630","2010101706-7"
"1631","2010101707-5"
"1632","2010101709-1"
"1633","2010101710-9"
"1634","2010101711-7"
"1635","2010101712-5"
"1636","2010101713-3"
"1637","2010101714-1"
"1638","2010101715-8"
"1639","2010101716-6"
"1640","2010101717-4"
"1641","2010101718-2"
"1642","2010101719-0"
"1643","2010101720-8"
"1644","2010101721-6"
"1645","2010101722-4"
"1646","2010101723-2"
"1647","2010101724-0"
"1648","2010101725-7"
"1649","2010101726-5"
"1650","2010101727-3"
"1651","2010101728-1"
"1652","2010101729-9"
"1653","2010101731-5"
"1654","2010101732-3"
"1655","2010101733-1"
"1656","2010101734-9"
"1657","2010101735-6"
"1658","2010101736-4"
"1659","2010101737-2"
"1660","2010101738-0"
"1661","2010101739-8"
"1662","2010101740-6"
"1663","2010101742-2"
"1664","2010101743-0"
"1665","2010101744-8"
"1666","2010101745-5"
"1667","2010101746-3"
"1668","2010101747-1"
"1669","2010101749-7"
"1670","2010101750-5"
"1671","2010101751-3"
"1672","2010101752-1"
"1673","2010101753-9"
"1674","2010101754-7"
"1675","2010101755-4"
"1676","2010101756-2"
"1677","2010101757-0"
"1678","2010101758-8"
"1679","2010101759-6"
"1680","2010101760-4"
"1681","2010101761-2"
"1682","2010101762-0"
"1683","2010101763-8"
"1684","2010101764-6"
"1685","2010101765-3"
"1686","2010101766-1"
"1687","2010101768-7"
"1688","2010101769-5"
"1689","2010101770-3"
"1690","2010101771-1"
"1691","2010101772-9"
"1692","2010101773-7"
"1693","2010101774-5"
"1694","2010101775-2"
"1695","2010101777-8"
"1696","2010101778-6"
"1697","2010101779-4"
"1698","2010101780-2"
"1699","2010101781-0"
"1700","2010101782-8"
"1701","2010101783-6"
"1702","2010101784-4"
"1703","2010101785-1"
"1704","2010101786-9"
"1705","2010101787-7"
"1706","2010101788-5"
"1707","2010101789-3"
"1708","2010101790-1"
"1709","2010101791-9"
"1710","2010101792-7"
"1711","2010101793-5"
"1712","2010101794-3"
"1713","2010101795-0"
"1714","2010101796-8"
"1715","2010101797-6"
"1716","2010101799-2"
"1717","2010101800-8"
"1718","2010101801-6"
"1719","2010101802-4"
"1720","2010101803-2"
"1721","2010101804-0"
"1722","2010101805-7"
"1723","2010101807-3"
"1724","2010101808-1"
"1725","2010101809-9"
"1726","2010101810-7"
"1727","2010101811-5"
"1728","2010101812-3"
"1729","2010101813-1"
"1730","2010101814-9"
"1731","2010101815-6"
"1732","2010101816-4"
"1733","2010101817-2"
"1734","2010101818-0"
"1735","2010101819-8"
"1736","2010101820-6"
"1737","2010101821-4"
"1738","2010101822-2"
"1739","2010101823-0"
"1740","2010101824-8"
"1741","2010101825-5"
"1742","2010101826-3"
"1743","2010101827-1"
"1744","2010101829-7"
"1745","201010183-4"
"1746","2010101830-5"
"1747","2010101831-3"
"1748","2010101832-1"
"1749","2010101833-9"
"1750","2010101834-7"
"1751","2010101835-4"
"1752","2010101836-2"
"1753","2010101837-0"
"1754","2010101838-8"
"1755","2010101839-6"
"1756","2010101840-4"
"1757","2010101841-2"
"1758","2010101842-0"
"1759","2010101843-8"
"1760","2010101844-6"
"1761","2010101845-3"
"1762","2010101846-1"
"1763","2010101847-9"
"1764","2010101848-7"
"1765","2010101849-5"
"1766","2010101850-3"
"1767","2010101851-1"
"1768","2010101852-9"
"1769","2010101853-7"
"1770","2010101854-5"
"1771","2010101855-2"
"1772","2010101856-0"
"1773","2010101857-8"
"1774","2010101858-6"
"1775","2010101859-4"
"1776","2010101860-2"
"1777","2010101861-0"
"1778","2010101862-8"
"1779","2010101863-6"
"1780","2010101864-4"
"1781","2010101865-1"
"1782","2010101866-9"
"1783","2010101867-7"
"1784","2010101868-5"
"1785","2010101869-3"
"1786","2010101871-9"
"1787","2010101872-7"
"1788","2010101874-3"
"1789","2010101875-0"
"1790","2010101876-8"
"1791","2010101877-6"
"1792","2010101878-4"
"1793","2010101880-0"
"1794","2010101881-8"
"1795","2010101882-6"
"1796","2010101884-2"
"1797","2010101885-9"
"1798","2010101886-7"
"1799","2010101887-5"
"1800","2010101888-3"
"1801","2010101889-1"
"1802","2010101890-9"
"1803","2010101892-5"
"1804","2010101893-3"
"1805","2010101894-1"
"1806","2010101895-8"
"1807","2010101896-6"
"1808","2010101897-4"
"1809","2010101898-2"
"1810","2010101899-0"
"1811","2010101900-6"
"1812","2010101901-4"
"1813","2010101902-2"
"1814","2010101903-0"
"1815","2010101904-8"
"1816","2010101905-5"
"1817","2010101906-3"
"1818","2010101907-1"
"1819","2010101908-9"
"1820","2010101909-7"
"1821","2010101910-5"
"1822","2010101911-3"
"1823","2010101912-1"
"1824","2010101913-9"
"1825","2010101914-7"
"1826","2010101915-4"
"1827","2010101916-2"
"1828","2010101917-0"
"1829","2010101918-8"
"1830","2010101919-6"
"1831","2010101920-4"
"1832","2010101921-2"
"1833","2010101922-0"
"1834","2010101923-8"
"1835","2010101924-6"
"1836","2010101925-3"
"1837","2010101926-1"
"1838","2010101927-9"
"1839","2010101928-7"
"1840","2010101930-3"
"1841","2010101931-1"
"1842","2010101933-7"
"1843","2010101934-5"
"1844","2010101936-0"
"1845","2010101937-8"
"1846","2010101938-6"
"1847","2010101939-4"
"1848","2010101940-2"
"1849","2010101941-0"
"1850","2010101942-8"
"1851","2010101943-6"
"1852","2010101944-4"
"1853","2010101945-1"
"1854","2010101946-9"
"1855","2010101948-5"
"1856","2010101949-3"
"1857","2010101950-1"
"1858","2010101952-7"
"1859","2010101953-5"
"1860","2010101954-3"
"1861","2010101955-0"
"1862","2010101956-8"
"1863","2010101957-6"
"1864","2010101958-4"
"1865","2010101959-2"
"1866","2010101960-0"
"1867","2010101961-8"
"1868","2010101962-6"
"1869","2010101963-4"
"1870","2010101964-2"
"1871","2010101965-9"
"1872","2010101966-7"
"1873","2010101967-5"
"1874","2010101968-3"
"1875","2010101969-1"
"1876","2010101970-9"
"1877","2010101971-7"
"1878","2010101972-5"
"1879","2010101973-3"
"1880","2010101974-1"
"1881","2010101975-8"
"1882","2010101976-6"
"1883","2010101978-2"
"1884","2010101979-0"
"1885","2010101980-8"
"1886","2010101981-6"
"1887","2010101982-4"
"1888","2010101983-2"
"1889","2010101984-0"
"1890","2010101985-7"
"1891","2010101986-5"
"1892","2010101987-3"
"1893","2010101988-1"
"1894","2010101989-9"
"1895","2010101990-7"
"1896","2010101991-5"
"1897","2010101992-3"
"1898","2010101993-1"
"1899","2010101994-9"
"1900","2010101995-6"
"1901","2010101996-4"
"1902","2010101997-2"
"1903","2010101998-0"
"1904","2010101999-8"
"1905","2010102001-2"
"1906","2010102002-0"
"1907","2010102003-8"
"1908","2010102005-3"
"1909","2010102006-1"
"1910","2010102007-9"
"1911","2010102008-7"
"1912","2010102009-5"
"1913","2010102010-3"
"1914","2010102011-1"
"1915","2010102012-9"
"1916","2010102013-7"
"1917","2010102014-5"
"1918","2010102015-2"
"1919","2010102016-0"
"1920","2010102017-8"
"1921","2010102018-6"
"1922","2010102020-2"
"1923","2010102021-0"
"1924","2010102022-8"
"1925","2010102024-4"
"1926","2010102025-1"
"1927","2010102026-9"
"1928","2010102027-7"
"1929","2010102028-5"
"1930","2010102029-3"
"1931","2010102030-1"
"1932","2010102031-9"
"1933","2010102032-7"
"1934","2010102033-5"
"1935","2010102034-3"
"1936","2010102035-0"
"1937","2010102036-8"
"1938","2010102037-6"
"1939","2010102038-4"
"1940","2010102039-2"
"1941","2010102040-0"
"1942","2010102041-8"
"1943","2010102042-6"
"1944","2010102043-4"
"1945","2010102044-2"
"1946","2010102045-9"
"1947","2010102046-7"
"1948","2010102047-5"
"1949","2010102048-3"
"1950","2010102049-1"
"1951","2010102050-9"
"1952","2010102051-7"
"1953","2010102052-5"
"1954","2010102054-1"
"1955","2010102055-8"
"1956","2010102056-6"
"1957","2010102057-4"
"1958","2010102058-2"
"1959","2010102059-0"
"1960","2010102060-8"
"1961","2010102061-6"
"1962","2010102063-2"
"1963","2010102064-0"
"1964","2010102065-7"
"1965","2010102066-5"
"1966","2010102067-3"
"1967","2010102068-1"
"1968","2010102069-9"
"1969","2010102070-7"
"1970","2010102071-5"
"1971","2010102072-3"
"1972","2010102073-1"
"1973","2010102074-9"
"1974","2010102075-6"
"1975","2010102076-4"
"1976","2010102077-2"
"1977","2010102078-0"
"1978","2010102079-8"
"1979","2010102080-6"
"1980","2010102081-4"
"1981","2010102082-2"
"1982","2010102083-0"
"1983","2010102084-8"
"1984","2010102085-5"
"1985","2010102086-3"
"1986","2010102087-1"
"1987","2010102089-7"
"1988","2010102090-5"
"1989","2010102091-3"
"1990","2010102092-1"
"1991","2010102093-9"
"1992","2010102094-7"
"1993","2010102095-4"
"1994","2010102097-0"
"1995","2010102098-8"
"1996","2010102099-6"
"1997","2010102100-2"
"1998","2010102101-0"
"1999","2010102102-8"
"2000","2010102103-6"
"2001","2010102104-4"
"2002","2010102105-1"
"2003","2010102106-9"
"2004","2010102107-7"
"2005","2010102108-5"
"2006","2010102109-3"
"2007","2010102110-1"
"2008","2010102111-9"
"2009","2010102112-7"
"2010","2010102113-5"
"2011","2010102114-3"
"2012","2010102115-0"
"2013","2010102116-8"
"2014","2010102117-6"
"2015","2010102118-2"
"2016","2010102118-4"
"2017","2010102122-6"
"2018","2010102123-4"
"2019","2010102124-2"
"2020","2010102126-7"
"2021","2010102127-5"
"2022","2010102128-3"
"2023","2010102129-1"
"2024","2010102131-7"
"2025","2010102132-5"
"2026","2010102133-3"
"2027","2010102134-1"
"2028","2010102135-8"
"2029","2010102136-6"
"2030","2010102137-4"
"2031","2010102138-2"
"2032","2010102139-0"
"2033","2010102140-8"
"2034","2010102141-6"
"2035","2010102142-4"
"2036","2010102143-2"
"2037","2010102144-0"
"2038","2010102145-7"
"2039","2010102146-5"
"2040","2010102147-3"
"2041","2010102148-1"
"2042","2010102149-9"
"2043","2010102150-7"
"2044","2010102151-5"
"2045","2010102152-3"
"2046","2010102153-1"
"2047","2010102154-9"
"2048","2010102155-6"
"2049","2010102156-4"
"2050","2010102157-2"
"2051","2010102158-0"
"2052","2010102159-8"
"2053","2010102160-6"
"2054","2010102161-4"
"2055","2010102162-2"
"2056","2010102163-0"
"2057","2010102164-8"
"2058","2010102165-5"
"2059","2010102166-3"
"2060","2010102167-1"
"2061","2010102168-9"
"2062","2010102169-7"
"2063","2010102170-5"
"2064","2010102171-3"
"2065","2010102172-1"
"2066","2010102173-9"
"2067","2010102174-7"
"2068","2010102175-4"
"2069","2010102176-2"
"2070","2010102177-0"
"2071","2010102178-8"
"2072","2010102179-6"
"2073","2010102180-4"
"2074","2010102181-2"
"2075","2010102182-0"
"2076","2010102183-8"
"2077","2010102185-3"
"2078","2010102186-1"
"2079","2010102187-9"
"2080","2010102188-7"
"2081","2010102189-5"
"2082","2010102190-3"
"2083","2010102191-1"
"2084","2010102192-9"
"2085","2010102193-7"
"2086","2010102194-5"
"2087","2010102195-2"
"2088","2010102196-0"
"2089","2010102197-8"
"2090","2010102198-6"
"2091","2010102199-4"
"2092","2010102200-0"
"2093","2010102201-8"
"2094","2010102202-6"
"2095","2010102203-4"
"2096","2010102204-2"
"2097","2010102205-9"
"2098","2010102206-7"
"2099","2010102207-5"
"2100","2010102208-3"
"2101","2010102209-1"
"2102","2010102210-9"
"2103","2010102211-7"
"2104","2010102212-5"
"2105","2010102214-1"
"2106","2010102215-8"
