"Site","DeepLearningSystem","Score","Sensitivity","Specificity","PPV","NPV","nnt","XpertSaved%","Sens","Sens_L","Sens_H","Spec","Spec_L","Spec_H","ppv","PPV_L","PPV_H","npv","NPV_L","NPV_H","X"
"MDF","qXRv3",0,"100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)","33.4% (32.606865-34.24314%)","NA (0.0000000-100.000000%)","3 (2.9-3.1)",0,1,0.99914408,1,0,0,0.00042975,0.33421257,0.32606865,0.3424314,NA,0,1,1
"MDF","qXRv3",1,"100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)","33.4% (32.606865-34.24314%)","NA (0.0000000-100.000000%)","3 (2.9-3.1)",0,1,0.99914408,1,0,0,0.00042975,0.33421257,0.32606865,0.3424314,NA,0,1,1
"MDF","qXRv3",2,"99.9% (99.697-99.94887%)","7.5% (6.9441-8.0698%)","35.1% (34.297970-35.99747%)","99.1% (97.9986820-99.659991%)","2.8 (2.8-2.9)",0.05034911,0.99860724,0.99697104,0.99948872,0.07492426,0.06944104,0.08069811,0.35144188,0.3429797,0.35997474,0.99075501,0.97998682,0.99659991,0.92507574
"MDF","qXRv3",3,"99.4% (99.089-99.58658%)","25.9% (24.9326-26.7967%)","40.2% (39.286402-41.15864%)","98.8% (98.2557410-99.206330%)","2.5 (2.4-2.5)",0.1742436,0.99373259,0.99089426,0.99586579,0.25856444,0.24932588,0.26796717,0.40219842,0.39286402,0.41158636,0.98797863,0.98255741,0.9920633,0.74143556
"MDF","qXRv3",4,"99.1% (98.764-99.35548%)","33.4% (32.3976-34.4046%)","42.8% (41.780991-43.73150%)","98.7% (98.1692690-99.043647%)","2.3 (2.3-2.4)",0.2253685,0.99094708,0.98764494,0.99355479,0.33395479,0.32397614,0.34404628,0.42754131,0.41780991,0.437315,0.98657487,0.98169269,0.99043647,0.66604521
"MDF","qXRv3",5,"98.9% (98.499-99.15738%)","37.2% (36.1934-38.2502%)","44.1% (43.154255-45.14616%)","98.5% (98.0073180-98.880158%)","2.3 (2.2-2.3)",0.25159038,0.98862581,0.9849903,0.99157379,0.37217432,0.36193393,0.38250156,0.4414844,0.43154255,0.4514616,0.98489053,0.98007318,0.98880158,0.62782568
"MDF","qXRv3",6,"98.7% (98.289-98.99638%)","39.8% (38.7548-40.8373%)","45.1% (44.128277-46.14868%)","98.4% (97.8781540-98.754279%)","2.2 (2.2-2.3)",0.26935609,0.9867688,0.98289104,0.98996383,0.39792589,0.38754804,0.40837309,0.45136972,0.44128277,0.46148676,0.98358295,0.97878154,0.98754279,0.60207411
"MDF","qXRv3",7,"98.5% (98.133-98.87447%)","41.9% (40.8316-42.9306%)","46.0% (44.955811-46.99951%)","98.3% (97.8012070-98.673738%)","2.2 (2.1-2.2)",0.2837083,0.98537604,0.98132792,0.98874474,0.4187835,0.40831629,0.42930589,0.45976389,0.44955811,0.46999507,0.98277276,0.97801207,0.98673738,0.5812165
"MDF","qXRv3",8,"98.4% (97.951-98.73119%)","43.8% (42.7361-44.8468%)","46.8% (45.735082-47.80043%)","98.2% (97.6952150-98.571789%)","2.1 (2.1-2.2)",0.2969744,0.98375116,0.97951462,0.9873119,0.43789326,0.42736102,0.4484677,0.46766718,0.45735082,0.47800434,0.98171369,0.97695215,0.98571789,0.56210674
"MDF","qXRv3",9,"98.1% (97.694-98.52483%)","45.5% (44.4096-46.5280%)","47.5% (46.421340-48.50623%)","98.0% (97.5057380-98.403822%)","2.1 (2.1-2.2)",0.30892164,0.9814299,0.97694055,0.9852483,0.45467257,0.44409627,0.46527966,0.47462955,0.4642134,0.4850623,0.97990959,0.97505738,0.98403822,0.54532743
"MDF","qXRv3",10,"98.1% (97.668-98.50410%)","47.0% (45.9564-48.0797%)","48.2% (47.125969-49.22810%)","98.0% (97.5599080-98.434185%)","2.1 (2-2.1)",0.3193173,0.98119777,0.97668408,0.98504099,0.47017012,0.45956385,0.48079666,0.4817643,0.47125969,0.49228104,0.9803207,0.97559908,0.98434185,0.52982988
"MDF","qXRv3",11,"98.0% (97.540-98.40020%)","48.3% (47.2481-49.3739%)","48.8% (47.706064-49.82306%)","98.0% (97.4963410-98.371420%)","2.1 (2-2.1)",0.32831652,0.98003714,0.97540405,0.98400205,0.48310417,0.47248071,0.49373911,0.48764149,0.47706064,0.49823065,0.97967864,0.97496341,0.9837142,0.51689583
"MDF","qXRv3",12,"97.9% (97.464-98.33769%)","49.7% (48.5987-50.7257%)","49.4% (48.342659-50.47494%)","98.0% (97.4887840-98.354150%)","2 (2-2.1)",0.33754849,0.97934076,0.97463779,0.9833769,0.49662083,0.48598698,0.50725698,0.49408596,0.48342659,0.50474936,0.97954493,0.97488784,0.9835415,0.50337917
"MDF","qXRv3",13,"97.7% (97.260-98.17038%)","50.7% (49.5889-51.7157%)","49.9% (48.785877-50.93006%)","97.8% (97.3436830-98.226485%)","2 (2-2)",0.34476338,0.97748375,0.97260035,0.98170383,0.50652529,0.49588873,0.51715741,0.49857921,0.48785877,0.50930063,0.97817282,0.97343683,0.98226485,0.49347471
"MDF","qXRv3",14,"97.6% (97.108-98.04438%)","51.4% (50.3580-52.4842%)","50.2% (49.138165-51.29159%)","97.7% (97.2406310-98.134632%)","2 (1.9-2)",0.35034911,0.97609099,0.97107744,0.98044378,0.5142158,0.50358,0.52484194,0.50214951,0.49138165,0.51291587,0.97719221,0.97240631,0.98134632,0.4857842
"MDF","qXRv3",15,"97.5% (96.956-97.91796%)","52.3% (51.1973-53.3222%)","50.6% (49.532822-51.69625%)","97.6% (97.1449000-98.047847%)","2 (1.9-2)",0.35640031,0.97469824,0.96955855,0.97917965,0.52260545,0.51197334,0.53322221,0.50614754,0.49532822,0.51696254,0.9762734,0.971449,0.98047847,0.47739455
"MDF","qXRv3",16,"97.3% (96.729-97.72765%)","53.2% (52.1769-54.2995%)","51.1% (49.990797-52.16618%)","97.5% (96.9925640-97.911784%)","2 (1.9-2)",0.36361521,0.9726091,0.96728707,0.97727653,0.53239338,0.52176935,0.54299541,0.51078874,0.49990797,0.52166183,0.97482398,0.96992564,0.97911784,0.46760662
"MDF","qXRv3",17,"97.2% (96.628-97.64282%)","54.1% (53.0403-55.1602%)","51.5% (50.426775-52.61213%)","97.4% (96.9505830-97.869368%)","1.9 (1.9-2)",0.36966641,0.97168059,0.96627995,0.97642823,0.54101608,0.53040255,0.55160175,0.5152,0.50426775,0.52612134,0.97439664,0.96950583,0.97869368,0.45898392
"MDF","qXRv3",18,"97.0% (96.477-97.51532%)","54.7% (53.6821-55.7996%)","51.8% (50.738058-52.93125%)","97.3% (96.8543490-97.782577%)","1.9 (1.9-2)",0.37439876,0.97028784,0.96477188,0.97515316,0.54742484,0.53682117,0.5579963,0.51835317,0.50738058,0.5293125,0.973477,0.96854349,0.97782577,0.45257516
"MDF","qXRv3",19,"96.9% (96.377-97.43014%)","55.4% (54.3825-56.4970%)","52.2% (51.098524-53.29987%)","97.3% (96.8069430-97.736658%)","1.9 (1.9-2)",0.37936385,0.96935933,0.96376813,0.97430145,0.55441622,0.54382531,0.56497016,0.522,0.51098524,0.53299873,0.97300613,0.96806943,0.97736658,0.44558378
"MDF","qXRv3",20,"96.9% (96.302-97.36618%)","56.0% (54.9080-57.0199%)","52.5% (51.372732-53.58018%)","97.3% (96.7722610-97.702931%)","1.9 (1.9-1.9)",0.38308766,0.96866295,0.96301614,0.97366184,0.55965975,0.5490798,0.57019918,0.52477364,0.51372732,0.5358018,0.972661,0.96772261,0.97702931,0.44034025
"MDF","qXRv3",21,"96.8% (96.176-97.25943%)","56.4% (55.3635-57.4730%)","52.7% (51.598578-53.81167%)","97.2% (96.6923850-97.630998%)","1.9 (1.9-1.9)",0.38650116,0.96750232,0.96176433,0.97259431,0.56420415,0.55363465,0.57473003,0.5270612,0.51598578,0.53811668,0.97189884,0.96692385,0.97630998,0.43579585
"MDF","qXRv3",22,"96.7% (96.151-97.23806%)","57.1% (56.0878-58.1931%)","53.1% (52.005003-54.22595%)","97.2% (96.7122100-97.642404%)","1.9 (1.8-1.9)",0.39138867,0.96727019,0.96151419,0.97238059,0.57142857,0.56087753,0.58193108,0.53116635,0.52005003,0.5422595,0.97205154,0.9671221,0.97642404,0.42857143
"MDF","qXRv3",23,"96.7% (96.076-97.17390%)","57.6% (56.5785-58.6808%)","53.4% (52.270048-54.49665%)","97.2% (96.6776810-97.609020%)","1.9 (1.8-1.9)",0.39487975,0.96657382,0.96076417,0.97173899,0.57632254,0.5657853,0.58680792,0.53384615,0.52270048,0.54496653,0.97170923,0.96677681,0.9760902,0.42367746
"MDF","qXRv3",24,"96.6% (96.026-97.13109%)","58.0% (56.9291-59.0291%)","53.6% (52.462137-54.69275%)","97.1% (96.6563290-97.588007%)","1.9 (1.8-1.9)",0.3973623,0.96610956,0.96026451,0.9713109,0.57981822,0.56929149,0.59029073,0.53578785,0.52462137,0.54692746,0.97149551,0.96656329,0.97588007,0.42018178
"MDF","qXRv3",25,"96.2% (95.628-96.78769%)","58.6% (57.5604-59.6558%)","53.9% (52.736757-54.97661%)","96.9% (96.3701280-97.335855%)","1.9 (1.8-1.9)",0.40279286,0.96239554,0.95627647,0.96787687,0.58611046,0.57560398,0.59655844,0.53858145,0.52736757,0.5497661,0.96879815,0.96370128,0.97335855,0.41388954
"MDF","qXRv3",26,"96.2% (95.553-96.72313%)","59.1% (58.0047-60.0968%)","54.1% (52.983297-55.22828%)","96.8% (96.3370240-97.303665%)","1.8 (1.8-1.9)",0.40597362,0.96169916,0.95553043,0.96723126,0.59053834,0.58004716,0.600968,0.54107353,0.52983297,0.5522828,0.96846933,0.96337024,0.97303665,0.40946166
